shot_id_number,power_of_shot,knockout_match,game_season,is_goal,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,distance_of_shot_avg,remaining_min_1,area_of_shot_Center(C),area_of_shot_Left Side Center(LC),area_of_shot_Left Side(L),area_of_shot_Mid Ground(MG),area_of_shot_Right Side Center(RC),area_of_shot_Right Side(R),area_of_shot_U,shot_basics_Goal Area,shot_basics_Goal Line,shot_basics_Left Corner,shot_basics_Mid Ground Line,shot_basics_Mid Range,shot_basics_Penalty Spot,shot_basics_Right Corner,shot_basics_U
180,3.0,0.0,2000-01,0.0,SAC,0,shot - 36,0,20000124,39.0,25.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
181,3.0,0.0,2000-01,0.0,SAC,0,0,shot - 3,20000124,44.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
182,4.0,0.0,2000-01,5.0,SAC,0,shot - 1,0,20000124,20.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,4.0,0.0,2000-01,0.0,SAC,0,0,shot - 3,20000124,27.2,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,4.0,0.0,2000-01,0.0,SAC,0,0,shot - 3,20000124,59.7,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
185,4.0,0.0,2000-01,1.0,SAC,0,shot - 24,0,20000124,40.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
186,5.0,0.0,2000-01,1.0,SAC,0,shot - 46,0,20000124,29.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
187,5.0,0.0,2000-01,0.0,SAC,0,shot - 4,0,20000124,30.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
188,5.0,0.0,2000-01,1.0,SAC,0,shot - 11,0,20000124,41.0,97.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
189,1.0,0.0,2000-01,1.0,DEN,0,shot - 49,0,20000140,30.2,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
190,1.0,0.0,2000-01,0.0,DEN,0,0,shot - 3,20000140,45.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
191,1.0,0.0,2000-01,0.0,DEN,0,shot - 4,0,20000140,20.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
192,1.0,0.0,2000-01,5.0,DEN,0,shot - 47,0,20000140,37.0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
193,1.0,0.0,2000-01,5.0,DEN,0,shot - 4,0,20000140,20.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194,1.0,0.0,2000-01,0.0,DEN,0,shot - 3,0,20000140,38.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
195,1.0,0.0,2000-01,1.0,DEN,0,shot - 1,0,20000140,33.2,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
196,1.0,0.0,2000-01,5.0,DEN,0,shot - 14,0,20000140,35.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
197,2.0,0.0,2000-01,0.0,DEN,0,0,shot - 3,20000140,55.2,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
198,2.0,0.0,2000-01,1.0,DEN,0,0,shot - 3,20000140,39.0,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
199,2.0,0.0,2000-01,1.0,DEN,0,shot - 53,0,20000140,45.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
200,2.0,0.0,2000-01,0.0,DEN,0,0,shot - 3,20000140,36.0,43.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
201,3.0,0.0,2000-01,0.0,DEN,0,0,shot - 3,20000140,49.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
202,3.0,0.0,2000-01,5.0,DEN,0,0,shot - 3,20000140,37.0,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
203,3.0,0.0,2000-01,0.0,DEN,0,0,shot - 3,20000140,36.0,8.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
204,3.0,0.0,2000-01,1.0,DEN,0,0,shot - 3,20000140,35.0,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,3.0,0.0,2000-01,5.0,DEN,0,0,shot - 3,20000140,38.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
206,3.0,0.0,2000-01,1.0,DEN,0,shot - 5,0,20000140,43.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
207,3.0,0.0,2000-01,1.0,DEN,0,shot - 36,0,20000140,46.707029,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
208,4.0,0.0,2000-01,0.0,DEN,0,shot - 4,0,20000140,20.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
209,4.0,0.0,2000-01,1.0,DEN,0,shot - 24,0,20000140,20.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
210,4.0,0.0,2000-01,5.0,DEN,0,shot - 54,0,20000140,46.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
211,4.0,0.0,2000-01,5.0,DEN,0,0,shot - 3,20000140,40.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
212,4.0,0.0,2000-01,1.0,DEN,0,0,shot - 3,20000140,28.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,4.0,0.0,2000-01,0.0,DEN,0,0,shot - 3,20000140,24.2,83.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
214,1.0,0.0,2000-01,0.0,CHI,1,0,shot - 3,20000147,44.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215,1.0,0.0,2000-01,0.0,CHI,1,shot - 41,0,20000147,42.864,6.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
216,1.0,0.0,2000-01,1.0,CHI,1,shot - 12,0,20000147,36.2,46.64,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
217,1.0,0.0,2000-01,0.0,CHI,1,shot - 39,0,20000147,20.0,64.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,2.0,0.0,2000-01,1.0,CHI,1,shot - 12,0,20000147,20.0,60.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,2.0,0.0,2000-01,0.0,CHI,1,shot - 54,0,20000147,37.0,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
220,2.0,0.0,2000-01,0.0,CHI,1,0,shot - 3,20000147,43.0,112.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
221,3.0,0.0,2000-01,1.0,CHI,1,0,shot - 1,20000147,20.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
222,3.0,0.0,2000-01,1.0,CHI,1,shot - 39,0,20000147,20.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
223,3.0,0.0,2000-01,0.0,CHI,1,0,shot - 3,20000147,38.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
224,3.0,0.0,2000-01,1.0,CHI,1,shot - 45,0,20000147,40.0,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
225,3.0,0.0,2000-01,0.0,CHI,1,shot - 40,0,20000147,32.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226,3.0,0.0,2000-01,1.0,CHI,1,shot - 44,0,20000147,31.0,44.7616,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
227,3.0,0.0,2000-01,0.0,CHI,1,0,shot - 4,20000147,20.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
228,3.0,0.0,2000-01,5.0,CHI,1,0,shot - 1,20000147,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
229,4.0,0.0,2000-01,0.0,CHI,1,0,shot - 3,20000147,47.0,11.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
230,4.0,0.0,2000-01,0.0,CHI,1,shot - 37,0,20000147,48.728,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
231,4.0,0.0,2000-01,0.0,CHI,1,0,shot - 4,20000147,20.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
232,4.0,0.0,2000-01,0.0,CHI,1,0,shot - 4,20000147,20.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233,4.0,0.0,2000-01,1.0,CHI,1,0,shot - 3,20000147,28.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
234,4.0,0.0,2000-01,0.0,CHI,1,shot - 11,0,20000147,64.2,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
235,4.0,0.0,2000-01,0.0,CHI,1,shot - 45,0,20000147,41.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
236,1.0,0.0,2000-01,1.0,GSW,1,shot - 19,0,20000168,38.0,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
237,1.0,0.0,2000-01,0.0,GSW,1,0,shot - 3,20000168,38.0,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,1.0,0.0,2000-01,0.0,GSW,1,0,shot - 3,20000168,45.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
239,1.0,0.0,2000-01,1.0,GSW,1,shot - 4,0,20000168,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,1.0,0.0,2000-01,0.0,GSW,1,0,shot - 4,20000168,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,1.0,0.0,2000-01,1.0,GSW,1,shot - 12,0,20000168,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
242,1.0,0.0,2000-01,1.0,GSW,1,shot - 5,0,20000168,45.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
243,2.0,0.0,2000-01,1.0,GSW,1,0,shot - 1,20000168,40.7,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
244,2.0,0.0,2000-01,1.0,GSW,1,0,shot - 3,20000168,38.0,38.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
245,2.0,0.0,2000-01,1.0,GSW,1,0,shot - 1,20000168,54.2,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
246,2.0,0.0,2000-01,1.0,GSW,1,shot - 6,0,20000168,38.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
247,3.0,0.0,2000-01,1.0,GSW,1,0,shot - 1,20000168,20.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
248,3.0,0.0,2000-01,1.0,GSW,1,shot - 4,0,20000168,88.4,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249,3.0,0.0,2000-01,1.0,GSW,1,shot - 52,0,20000168,46.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
250,3.0,0.0,2000-01,5.0,GSW,1,shot - 56,0,20000168,20.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
251,3.0,0.0,2000-01,0.0,GSW,1,0,shot - 3,20000168,36.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
252,3.0,0.0,2000-01,0.0,GSW,1,shot - 39,0,20000168,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
253,3.0,0.0,2000-01,1.0,GSW,1,0,shot - 4,20000168,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
254,3.0,0.0,2000-01,1.0,GSW,1,shot - 39,0,20000168,20.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
255,1.0,0.0,2000-01,0.0,MIN,1,shot - 16,0,20000180,27.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,1.0,0.0,2000-01,1.0,MIN,1,shot - 44,0,20000180,30.0,7.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
257,1.0,0.0,2000-01,5.0,MIN,1,shot - 36,0,20000180,38.0,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
258,1.0,0.0,2000-01,1.0,MIN,1,0,shot - 4,20000180,42.7,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,1.0,0.0,2000-01,1.0,MIN,1,shot - 30,0,20000180,31.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
260,1.0,0.0,2000-01,5.0,MIN,1,0,shot - 3,20000180,38.0,98.64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
261,1.0,0.0,2000-01,1.0,MIN,1,shot - 7,0,20000180,60.86400000000001,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
262,3.0,0.0,2000-01,5.0,MIN,1,shot - 55,0,20000180,27.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
263,3.0,0.0,2000-01,1.0,MIN,1,shot - 56,0,20000180,20.0,41.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
264,3.0,0.0,2000-01,5.0,MIN,1,shot - 23,0,20000180,37.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
265,3.0,0.0,2000-01,0.0,MIN,1,0,shot - 3,20000180,40.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
266,3.0,0.0,2000-01,1.0,MIN,1,shot - 39,0,20000180,20.0,51.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267,3.0,0.0,2000-01,5.0,MIN,1,0,shot - 3,20000180,64.7,48.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
268,3.0,0.0,2000-01,0.0,MIN,1,shot - 19,0,20000180,56.2,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
269,3.0,0.0,2000-01,1.0,MIN,1,0,shot - 3,20000180,67.7,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
270,4.0,0.0,2000-01,1.0,MIN,1,shot - 44,0,20000180,33.2,11.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
271,4.0,0.0,2000-01,0.0,MIN,1,0,shot - 3,20000180,34.0,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
272,4.0,0.0,2000-01,1.0,MIN,1,shot - 15,0,20000180,29.0,43.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
273,4.0,0.0,2000-01,1.0,MIN,1,0,shot - 3,20000180,66.2,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
274,4.0,0.0,2000-01,1.0,MIN,1,shot - 44,0,20000180,38.0,70.64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
275,1.0,0.0,2000-01,0.0,LAC,0,0,shot - 3,20000198,31.0,83.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
276,1.0,0.0,2000-01,1.0,LAC,0,shot - 4,0,20000198,20.0,112.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
277,1.0,0.0,2000-01,0.0,LAC,0,0,shot - 3,20000198,35.0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
278,1.0,0.0,2000-01,1.0,LAC,0,0,shot - 3,20000198,46.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
279,1.0,0.0,2000-01,5.0,LAC,0,shot - 1,0,20000198,20.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
280,2.0,0.0,2000-01,1.0,LAC,0,0,shot - 3,20000198,44.2,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
281,2.0,0.0,2000-01,1.0,LAC,0,shot - 44,0,20000198,27.0,82.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
282,2.0,0.0,2000-01,5.0,LAC,0,shot - 51,0,20000198,37.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
283,2.0,0.0,2000-01,1.0,LAC,0,shot - 4,0,20000198,37.7,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,2.0,0.0,2000-01,1.0,LAC,0,shot - 39,0,20000198,20.0,55.7616,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
285,2.0,0.0,2000-01,1.0,LAC,0,0,shot - 3,20000198,45.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
286,3.0,0.0,2000-01,0.0,LAC,0,shot - 45,0,20000198,50.7,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
287,3.0,0.0,2000-01,0.0,LAC,0,0,shot - 3,20000198,47.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
288,3.0,0.0,2000-01,1.0,LAC,0,shot - 15,0,20000198,29.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
289,3.0,0.0,2000-01,0.0,LAC,0,0,shot - 3,20000198,45.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
290,3.0,0.0,2000-01,1.0,LAC,0,shot - 55,0,20000198,31.7,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
291,3.0,0.0,2000-01,0.0,LAC,0,shot - 4,0,20000198,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
292,4.0,0.0,2000-01,1.0,LAC,0,shot - 21,0,20000198,40.0,11.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
293,4.0,0.0,2000-01,5.0,LAC,0,shot - 37,0,20000198,32.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,1.0,0.0,2000-01,1.0,IND,1,0,shot - 3,20000206,44.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
295,1.0,0.0,2000-01,1.0,IND,1,0,shot - 3,20000206,46.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
296,1.0,0.0,2000-01,1.0,IND,1,0,shot - 3,20000206,40.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
297,2.0,0.0,2000-01,0.0,IND,1,0,shot - 3,20000206,37.0,11.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
298,2.0,0.0,2000-01,0.0,IND,1,0,shot - 3,20000206,37.0,8.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
299,2.0,0.0,2000-01,5.0,IND,1,shot - 44,0,20000206,32.0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
300,2.0,0.0,2000-01,5.0,IND,1,shot - 15,0,20000206,64.7,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
301,2.0,0.0,2000-01,5.0,IND,1,0,shot - 3,20000206,30.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
302,2.0,0.0,2000-01,0.0,IND,1,0,shot - 3,20000206,38.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
303,2.0,0.0,2000-01,1.0,IND,1,0,shot - 4,20000206,51.7,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304,3.0,0.0,2000-01,1.0,IND,1,0,shot - 1,20000206,20.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305,3.0,0.0,2000-01,0.0,IND,1,shot - 54,0,20000206,38.7,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
306,3.0,0.0,2000-01,0.0,IND,1,shot - 43,0,20000206,23.364,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,3.0,0.0,2000-01,0.0,IND,1,0,shot - 3,20000206,24.0,94.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
308,3.0,0.0,2000-01,0.0,IND,1,shot - 2,0,20000206,34.8279,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
309,3.0,0.0,2000-01,1.0,IND,1,0,shot - 4,20000206,20.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310,3.0,0.0,2000-01,0.0,IND,1,0,shot - 3,20000206,38.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
311,3.0,0.0,2000-01,0.0,IND,1,shot - 29,0,20000206,29.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
312,3.0,0.0,2000-01,1.0,IND,1,0,shot - 3,20000206,38.0,42.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
313,3.0,0.0,2000-01,0.0,IND,1,0,shot - 1,20000206,17.7,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
314,3.0,0.0,2000-01,0.0,IND,1,0,shot - 3,20000206,62.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
315,4.0,0.0,2000-01,0.0,IND,1,0,shot - 3,20000206,35.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
316,4.0,0.0,2000-01,1.0,IND,1,0,shot - 3,20000206,47.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
317,4.0,0.0,2000-01,5.0,IND,1,0,shot - 3,20000206,38.2,9.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
318,1.0,0.0,2000-01,1.0,SEA,0,0,shot - 3,20000222,33.0,112.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
319,1.0,0.0,2000-01,0.0,SEA,0,0,shot - 3,20000222,32.0,41.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
320,1.0,0.0,2000-01,0.0,SEA,0,0,shot - 3,20000222,35.0,7.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
321,1.0,0.0,2000-01,1.0,SEA,0,shot - 44,0,20000222,23.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
322,1.0,0.0,2000-01,0.0,SEA,0,0,shot - 3,20000222,45.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323,1.0,0.0,2000-01,0.0,SEA,0,shot - 36,0,20000222,68.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
324,2.0,0.0,2000-01,0.0,SEA,0,shot - 39,0,20000222,52.4,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
325,2.0,0.0,2000-01,0.0,SEA,0,0,shot - 3,20000222,23.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
326,2.0,0.0,2000-01,0.0,SEA,0,shot - 25,0,20000222,23.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
327,2.0,0.0,2000-01,5.0,SEA,0,0,shot - 3,20000222,44.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
328,3.0,0.0,2000-01,5.0,SEA,0,shot - 35,0,20000222,33.0,10.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
329,3.0,0.0,2000-01,1.0,SEA,0,shot - 12,0,20000222,20.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,3.0,0.0,2000-01,0.0,SEA,0,shot - 31,0,20000222,46.0,111.64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
331,3.0,0.0,2000-01,1.0,SEA,0,shot - 12,0,20000222,60.7,7.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
332,3.0,0.0,2000-01,1.0,SEA,0,shot - 3,0,20000222,38.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
333,3.0,0.0,2000-01,1.0,SEA,0,0,shot - 4,20000222,20.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
334,1.0,0.0,2000-01,0.0,SAS,1,shot - 46,0,20000230,46.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
335,1.0,0.0,2000-01,5.0,SAS,1,shot - 39,0,20000230,20.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336,1.0,1.0,2000-01,1.0,SAS,1,shot - 43,0,20000230,38.0,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
337,1.0,0.0,2000-01,0.0,SAS,1,shot - 36,0,20000230,25.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338,1.0,0.0,2000-01,1.0,SAS,1,shot - 13,0,20000230,41.7,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
339,1.0,0.0,2000-01,0.0,SAS,1,0,shot - 3,20000230,28.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
340,1.0,0.0,2000-01,1.0,SAS,1,0,shot - 1,20000230,20.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341,1.0,0.0,2000-01,0.0,SAS,1,shot - 51,0,20000230,64.7,78.64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
342,1.0,0.0,2000-01,0.0,SAS,1,0,shot - 3,20000230,33.0,66.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
343,1.0,0.0,2000-01,0.0,SAS,1,0,shot - 4,20000230,29.2,110.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
344,2.0,0.0,2000-01,0.0,SAS,1,0,shot - 3,20000230,37.0,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
345,2.0,0.0,2000-01,1.0,SAS,1,shot - 44,0,20000230,39.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
346,2.0,0.0,2000-01,5.0,SAS,1,shot - 44,0,20000230,25.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
347,3.0,0.0,2000-01,1.0,SAS,1,0,shot - 3,20000230,35.0,11.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
348,3.0,0.0,2000-01,5.0,SAS,1,shot - 38,0,20000230,25.5863,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
349,3.0,0.0,2000-01,0.0,SAS,1,0,shot - 3,20000230,39.0,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
350,3.0,0.0,2000-01,0.0,SAS,1,shot - 4,0,20000230,48.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
351,3.0,1.0,2000-01,1.0,SAS,1,shot - 4,0,20000230,58.864,111.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,3.0,0.0,2000-01,1.0,SAS,1,0,shot - 3,20000230,35.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
353,3.0,0.0,2000-01,0.0,SAS,1,0,shot - 3,20000230,24.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
354,3.0,0.0,2000-01,1.0,SAS,1,0,shot - 3,20000230,36.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
355,3.0,0.0,2000-01,1.0,SAS,1,0,shot - 3,20000230,47.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
356,4.0,0.0,2000-01,0.0,SAS,1,0,shot - 3,20000230,41.0,11.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
357,4.0,0.0,2000-01,1.0,SAS,1,shot - 12,0,20000230,20.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
358,4.0,0.0,2000-01,1.0,SAS,1,shot - 1,0,20000230,28.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
359,4.0,0.0,2000-01,1.0,SAS,1,0,shot - 3,20000230,28.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
360,4.0,0.0,2000-01,5.0,SAS,1,0,shot - 3,20000230,47.0,62.64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
361,4.0,0.0,2000-01,0.0,SAS,1,0,shot - 3,20000230,25.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362,4.0,0.0,2000-01,1.0,SAS,1,0,shot - 1,20000230,20.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
